Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine
CHEVROLET,TRACKER,Delantera,USD,"US$ 17,000",https://cde.neoauto.pe/autos_usados/360x240/552635/552635_3622474.webp,2021,34480,Gasolina,Automática,"Lima, Lima",Negro,3,tela,"1,200 cc"
SUBARU,EVOLTIS,4WD,USD,"US$ 36,900",https://cde.neoauto.pe/autos_usados/360x240/239435/239435_2740551.webp,2021,50000,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"2,387 cc"
MG,5,Delantera,USD,"US$ 6,800",https://cde.neoauto.pe/autos_usados/360x240/742794/742794_8768788.webp,2014,75967,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"1,500 cc"
HYUNDAI,TUCSON,GL 2WD MT SPORT,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/742821/742821_3130547.webp,2017,72000,Dual,Mecánica,"Lima, Lima",Blanco,4,tela,"2,000 cc"
VOLKSWAGEN,JETTA,4x2,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/473225/473225_4262269.webp,2017,30700,Gasolina,Automática,"Lima, Lima",Negro Perlado,4,Asientos de cuero,"1,400 cc"
SSANGYONG,NEW REXTON,4x2,USD,"US$ 22,000",https://cde.neoauto.pe/autos_usados/360x240/189562/189562_3991516.webp,2020,93900,Gasolina,Automática,"Lima, Lima",Azul,,Asientos de cuero,20 cc
NISSAN,X-TRAIL,FULL 4X2 CVT 2.5,USD,"US$ 15,900",https://cde.neoauto.pe/autos_usados/360x240/117841/117841_8698322.webp,2017,57000,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,500 cc"
CHERY,TIGGO 8 PRO,4x2,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_8423518.webp,2023,31400,Gasolina,Automática,"Lima, Lima",Gris huracan,4,tela,"1,600 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,4 Motion,USD,"US$ 26,900",https://cde.neoauto.pe/autos_usados/360x240/114188/114188_4457037.webp,2020,47000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris platino,4,Asientos de cuero,"2,000 cc"
BMW,X-3,4x2,USD,"US$ 39,000",https://cde.neoauto.pe/autos_usados/360x240/619774/619774_6719033.webp,2021,,Gasolina,Automática - Secuencial,"Lima, Lima",Negro Perlado,,tela,"2,000 cc"
MAZDA,2,Delantera,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/208640/208640_4525175.webp,2016,70000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"1,500 cc"
MINI,HATCH JCW,4x2,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/709781/709781_8264718.webp,2020,8900,Gasolina,Automática,"Lima, Lima",Verde,4,tela,"1,498 cc"
BMW,X3 20i,Posterior,USD,"US$ 49,900",https://cde.neoauto.pe/autos_usados/360x240/463366/463366_5016252.webp,2022,24000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro Perlado,4,Asientos de cuero,"2,000 cc"
MINI,CONVERTIBLE,Delantera,USD,"US$ 42,991",https://cde.neoauto.pe/autos_usados/360x240/208604/208604_6819094.webp,2024,5031,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"1,998 cc"
HYUNDAI,SANTA FE,4x2,USD,"US$ 31,500",https://cde.neoauto.pe/autos_usados/360x240/358152/358152_2313809.webp,2023,26100,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,400 cc"
MERCEDES BENZ,C-200,4x2,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9743986.webp,2018,55179,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"2,000 cc"
CHERY,TIGGO 8,4x2,USD,"US$ 21,500",https://cde.neoauto.pe/autos_usados/360x240/358152/358152_1627148.webp,2023,3459,Gasolina,Automática,"Lima, Lima",Gris Oscuro,4,tela,"1,500 cc"
FORD,F-150,4x4,USD,"US$ 30,000",https://cde.neoauto.pe/autos_usados/360x240/358152/358152_2517096.webp,2019,61610,Gasolina,Automática,"Lima, Lima",Azul,8,Asientos de cuero,"5,000 cc"
KIA,SPORTAGE,4x2,USD,"US$ 19,100",https://cde.neoauto.pe/autos_usados/360x240/619774/619774_4742657.webp,2020,67728,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
KIA,SORENTO,3.5 AT - 4WD EX FULL DELUXE,USD,"US$ 19,000",https://cde.neoauto.pe/autos_usados/360x240/741209/741209_4133245.webp,2015,150000,Gasolina,Automática - Secuencial,"Piura, Piura",Gris Oscuro,6,tela,"3,470 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,TRENDLINE 1.4 AT,USD,"US$ 22,500",https://cde.neoauto.pe/autos_usados/360x240/358152/358152_5531516.webp,2018,43228,Gasolina,Automática,"Lima, Lima",Terracota,4,tela,"1,400 cc"
SEAT,LEON STYLE 1.6 MEC,4x2,USD,"US$ 9,500",https://cde.neoauto.pe/autos_usados/360x240/735044/735044_8128587.webp,2012,66537,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,
MITSUBISHI,OUTLANDER,4x2,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/742465/742465_6631513.webp,2017,34000,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,000 cc"
KIA,SELTOS,4x2,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/741162/741162_7746760.webp,2021,42000,Gasolina,Automática - Secuencial,"Chiclayo, Lambayeque",Gris Oscuro,6,tela,"1,600 cc"
BMW,528-I,Posterior,USD,"US$ 18,400",https://cde.neoauto.pe/autos_usados/360x240/698135/698135_6548604.webp,2016,69000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"2,000 cc"
HONDA,CR-V,4x2,USD,"US$ 8,000",https://cde.neoauto.pe/autos_usados/360x240/713594/713594_2289689.webp,2006,96000,Dual,Automática,"Lima, Lima",Gris Oscuro,4,tela,"2,354 cc"
FORD,EDGE TITANIUM,4 Matic,USD,"US$ 24,800",https://cde.neoauto.pe/autos_usados/360x240/694169/694169_8839471.webp,2019,48000,Gasolina,Automática - Secuencial,"Lima, Lima",Plateado,4,tela,"2,000 cc"
MERCEDES BENZ,GL 400,SPORT,USD,"US$ 39,900",https://cde.neoauto.pe/autos_usados/360x240/111590/111590_7949992.webp,2015,47000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,6,tela,"3,000 cc"
JEEP,COMPASS,4x2,USD,"US$ 35,000",https://cde.neoauto.pe/autos_usados/360x240/742666/742666_1542713.webp,2024,3800,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,,Asientos de cuero,
BMW,X1 18i,4x2,USD,"US$ 26,500",https://cde.neoauto.pe/autos_usados/360x240/467563/467563_1638696.webp,2020,18000,Gasolina,Automática,"Lima, Lima",Blanco,3,Asientos de cuero,"1,500 cc"
AUDI,S5,Quattro,USD,"US$ 20,000",https://cde.neoauto.pe/autos_usados/360x240/644012/644012_6569118.webp,2011,55500,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,6,tela,"3,000 cc"
VOLKSWAGEN,TOUAREG,V6 3.0 TDI AT,USD,"US$ 8,200",https://cde.neoauto.pe/autos_usados/360x240/557258/557258_4161505.webp,2009,161217,Diesel,Automática,"Lima, Lima",Negro,6,Asientos de cuero,"3,000 cc"
BMW,M4,Posterior,USD,"US$ 110,000",https://cde.neoauto.pe/autos_usados/360x240/598339/598339_2905538.webp,2022,10129,Gasolina,Automática,"Lima, Lima",Verde Metálico,6,Asientos de cuero,"2,993 cc"
HONDA,PILOT,EXL,USD,"US$ 28,700",https://cde.neoauto.pe/autos_usados/360x240/742492/742492_6462355.webp,2016,41300,Gasolina,Automática,"Lima, Lima",Azul,6,tela,"3,400 cc"
CHEVROLET,TAHOE,5.3 LT AT 4WD,USD,"US$ 34,900",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_9092587.webp,2016,51491,Gasolina,Automática,"Lima, Lima",Plata,8,tela,"5,300 cc"
KIA,CERATO,1.6 MT-L,USD,"US$ 13,500",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_6542277.webp,2018,70974,Gasolina,Mecánica,"Lima, Lima",,4,tela,"1,591 cc"
VOLKSWAGEN,TIGUAN ALLSPACE,4x2,USD,"US$ 17,900",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_8878434.webp,2020,92558,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,Asientos de cuero,"1,400 cc"
CHERY,TIGGO 7 PRO,4x2,USD,"US$ 18,000",https://cde.neoauto.pe/autos_usados/360x240/663165/663165_8933294.webp,2023,25636,Gasolina,Automática,"Lima, Lima",Rojo,,tela,"1,500 cc"
FORD,EXPLORER,XLT 3.5 4X2,USD,"US$ 28,500",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_3378141.webp,2019,78200,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo,6,tela,"3,500 cc"
MITSUBISHI,OUTLANDER,4x2,USD,"US$ 14,800",https://cde.neoauto.pe/autos_usados/360x240/663165/663165_1262032.webp,2016,57090,Gasolina,Automática,"Lima, Lima",Rojo,,tela,"2,000 cc"
AUDI,Q5,Quattro,USD,"US$ 49,900",https://cde.neoauto.pe/autos_usados/360x240/671842/671842_4502779.webp,2022,36000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
LEXUS,IS 200t,Posterior,USD,"US$ 26,000",https://cde.neoauto.pe/autos_usados/360x240/557609/557609_5371528.webp,2016,57000,Gasolina,Automática,"Lima, Lima",Gris Oscuro,4,Asientos de cuero,"2,000 cc"
LEXUS,UX 250h,Delantera,USD,"US$ 29,900",https://cde.neoauto.pe/autos_usados/360x240/557609/557609_6413269.webp,2021,25600,Gasolina-Híbrido,Automática,"Lima, Lima",,4,Asientos de cuero,"2,000 cc"
HONDA,CR-V,4x4,USD,"US$ 33,400",https://cde.neoauto.pe/autos_usados/360x240/706489/706489_3809096.webp,2022,24900,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,500 cc"
SUBARU,OUTBACK,4x4,USD,"US$ 35,000",https://cde.neoauto.pe/autos_usados/360x240/734431/734431_5850478.webp,2021,26950,Gasolina,Automática - Secuencial,"Lima, Lima",Verde,4,tela,"2,500 cc"
VOLKSWAGEN,T-CROSS,4x2,USD,"US$ 22,000",https://cde.neoauto.pe/autos_usados/360x240/734431/734431_1394467.webp,2023,13700,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"1,000 cc"
TOYOTA,COROLLA CROSS,,USD,"US$ 23,700",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_9373552.webp,2022,17393,Gasolina,Automática,"Lima, Lima",Plata Perla,,tela,"2,000 cc"
FORD,RANGER,4x4,USD,"US$ 27,990",https://cde.neoauto.pe/autos_usados/360x240/716508/716508_1823889.webp,2022,60650,Diesel,Mecánica,"Lima, Lima",Plata,5,tela,"3,200 cc"
TOYOTA,COROLLA,,USD,"US$ 14,000",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_8232349.webp,2017,95000,Gasolina,Automática - Secuencial,"Lima, Lima",Beige,,tela,
TOYOTA,COROLLA CROSS,,USD,"US$ 24,000",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_6621626.webp,2023,53603,Híbrido,Automática - Secuencial,"Lima, Lima",Negro,,tela,"1,800 cc"
TOYOTA,AGYA,,USD,"US$ 10,800",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_5786901.webp,2024,25000,Gasolina,Mecánica,"Lima, Lima",Plata,,tela,"1,000 cc"
DODGE,DURANGO,4x4,USD,"US$ 28,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_1241316.webp,2017,63387,Gasolina,Automática,"Lima, Lima",Gris Metálico,6,tela,"3,600 cc"
TOYOTA,YARIS,,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_3898915.webp,2018,80229,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,,tela,"1,300 cc"
JAC,JS4,,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_3774425.webp,2022,85,Gasolina,Mecánica,"Lima, Lima",Negro,,tela,"1,500 cc"
AUDI,Q5,2.0 TFSI QUATTRO ATTRACTION,USD,"US$ 33,900",https://cde.neoauto.pe/autos_usados/360x240/118694/118694_5260832.webp,2018,20000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
MINI,HATCH 3DR,,USD,"US$ 32,991",https://cde.neoauto.pe/autos_usados/360x240/208604/208604_9527555.webp,2023,11685,Eléctrico,Automática,"Lima, Lima",Gris Metálico,,tela,
MINI,HATCH 3DR,,USD,"US$ 32,991",https://cde.neoauto.pe/autos_usados/360x240/208604/208604_6849635.webp,2023,8332,Eléctrico,Automática,"Lima, Lima",Plata,,tela,
TOYOTA,HILUX,4x4,USD,"US$ 26,000",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_8650599.webp,2019,229803,Diesel,Mecánica,"Lima, Lima",Rojo,,tela,
TOYOTA,RAV4,,USD,"US$ 20,000",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_9993431.webp,2019,59122,Gasolina,Automática,"Lima, Lima",Gris Oscuro,,tela,"2,000 cc"
TOYOTA,YARIS,1.3 MT,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_1417957.webp,2019,88570,Gasolina,Mecánica,"Lima, Lima",Rojo,,tela,"1,300 cc"
HAVAL,H6,4WD,USD,"US$ 23,800",https://cde.neoauto.pe/autos_usados/360x240/481472/481472_5836206.webp,2022,30350,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
TOYOTA,AGYA,,USD,"US$ 8,200",https://cde.neoauto.pe/autos_usados/360x240/238985/238985_1123489.webp,2020,60144,Gasolina,Mecánica,"Lima, Lima",Rojo,,tela,"1,000 cc"
NISSAN,SENTRA,Delantera,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/358152/358152_7424977.webp,2017,84761,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"1,800 cc"
TOYOTA,HIGHLANDER,2.7 4X2 AT,USD,"US$ 22,200",https://cde.neoauto.pe/autos_usados/360x240/742439/742439_9659282.webp,2017,46854,Gasolina,Automática - Secuencial,"Huanuco, Huanuco",Azul,4,tela,"2,700 cc"
MINI,COOPER,Delantera,USD,"US$ 10,900",https://cde.neoauto.pe/autos_usados/360x240/182524/182524_3012665.webp,2010,54625,Gasolina,Automática - Secuencial,"Lima, Lima",Beige,4,Asientos de cuero,"1,600 cc"
CHEVROLET,TRAVERSE,3.6 LT AT AWD,USD,"US$ 13,900",https://cde.neoauto.pe/autos_usados/360x240/543678/543678_2112666.webp,2013,66000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,,tela,"3,600 cc"
HYUNDAI,SANTA FE,TM GLS 2WD AT SPORT,USD,"US$ 22,000",https://cde.neoauto.pe/autos_usados/360x240/731363/731363_4533213.webp,2018,59000,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,4,tela,"2,359 cc"
MERCEDES BENZ,CLA 200,4x2,USD,"US$ 17,950",https://cde.neoauto.pe/autos_usados/360x240/671864/671864_6411747.webp,2015,49980,Gasolina,Automática,"Lima, Lima",Vino Tinto,4,Asientos de cuero,"1,600 cc"
MAZDA,3,Delantera,USD,"US$ 9,200",https://cde.neoauto.pe/autos_usados/360x240/740096/740096_3352390.webp,2014,62500,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"1,600 cc"
NISSAN,X-TRAIL,4x4,USD,"US$ 16,990",https://cde.neoauto.pe/autos_usados/360x240/675344/675344_2452273.webp,2017,58000,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,500 cc"
BMW,X3 20i,4x2,USD,"US$ 39,900",https://cde.neoauto.pe/autos_usados/360x240/592020/592020_2970741.webp,2020,26500,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
TOYOTA,HILUX,4x4,USD,"US$ 28,000",https://cde.neoauto.pe/autos_usados/360x240/466950/466950_3447967.webp,2017,160000,Diesel,Mecánica,"Lima, Lima",Plata,4,tela,"2,800 cc"
DODGE,JOURNEY,4x2,USD,"US$ 11,000",https://cde.neoauto.pe/autos_usados/360x240/247248/247248_2268977.webp,2013,120000,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"2,360 cc"
TOYOTA,AVENSIS,2.0 A/T,USD,"US$ 12,000",https://cde.neoauto.pe/autos_usados/360x240/742653/742653_1163080.webp,2012,120000,Dual,Automática - Secuencial,"Lima, Lima",Rojo Oscuro,4,tela,"2,000 cc"
MERCEDES BENZ,A200,Delantera,USD,"US$ 19,800",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_5365293.webp,2015,28391,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,600 cc"
AUDI,A4,2.0 TFSI MULTITRONIC,USD,"US$ 8,300",https://cde.neoauto.pe/autos_usados/360x240/683225/683225_4559835.webp,2008,61087,Gasolina,Automática,"Lima, Lima",Azul,4,Asientos de cuero,"1,984 cc"
FORD,ESCAPE,SEL 2.0 4X4,USD,"US$ 17,000",https://cde.neoauto.pe/autos_usados/360x240/703542/703542_8730679.webp,2019,45670,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
RENAULT,DUSTER,4x2,USD,"US$ 15,000",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_5693117.webp,2021,40000,Gas GLP,Mecánica,"Lima, Lima",Gris Metálico,4,Asientos de cuero,"1,598 cc"
KIA,SORENTO,4WD,USD,"US$ 34,800",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_9574540.webp,2022,37400,Gasolina,Automática,"Lima, Lima",Plata,,tela,"2,500 cc"
TOYOTA,4RUNNER,4x4,USD,"US$ 51,990",https://cde.neoauto.pe/autos_usados/360x240/733970/733970_8550074.webp,2022,50972,Gasolina,Automática,"Lima, Lima",Gris Oscuro,6,tela,
MITSUBISHI,ASX,4x2,USD,"US$ 16,900",https://cde.neoauto.pe/autos_usados/360x240/701904/701904_5157905.webp,2019,26000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,000 cc"
TOYOTA,COROLLA HYBRID,4x2,USD,"US$ 27,900",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_6233274.webp,2023,10600,Híbrido,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"1,800 cc"
AUDI,A3 SPORTBACK,Delantera,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/671842/671842_5116159.webp,2019,46000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"1,200 cc"
VOLVO,XC-90,4x4,USD,"US$ 50,000",https://cde.neoauto.pe/autos_usados/360x240/732205/732205_9928073.webp,2021,41088,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
VOLKSWAGEN,T-CROSS,4x2,USD,"US$ 15,350",https://cde.neoauto.pe/autos_usados/360x240/702631/702631_1329116.webp,2020,15000,Gasolina,Mecánica,"Lima, Lima",Azul,4,tela,"1,600 cc"
MERCEDES BENZ,GLA 200,4x2,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/463366/463366_5152377.webp,2015,45000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,600 cc"
AUDI,Q5,Quattro,USD,"US$ 47,900",https://cde.neoauto.pe/autos_usados/360x240/118694/118694_6668261.webp,2021,42000,Gasolina-Híbrido,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"2,000 cc"
PORSCHE,CAYENNE GTS,AWD,USD,"US$ 34,900",https://cde.neoauto.pe/autos_usados/360x240/118694/118694_7103066.webp,2013,71595,Gasolina,Automática - Secuencial,"Lima, Lima",Verde,8,tela,"4,806 cc"
MAZDA,CX-9,4x2,USD,"US$ 32,400",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_4011612.webp,2023,16000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,500 cc"
HYUNDAI,GRAND i10,4x2,USD,"US$ 11,500",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_2459407.webp,2022,37500,Gas GLP,Mecánica,"Lima, Lima",Rojo,3,tela,"1,000 cc"
HYUNDAI,i10,4x2,USD,"US$ 9,800",https://cde.neoauto.pe/autos_usados/360x240/242077/242077_5421566.webp,2023,11805,Gas GLP,Mecánica,"Lima, Lima",,,tela,"1,000 cc"
SUZUKI,GRAND NOMADE,2.4 MT GLX 4X4,USD,"US$ 13,500",https://cde.neoauto.pe/autos_usados/360x240/742681/742681_5247414.webp,2019,114000,Dual,Automática,"Lima, Lima",,,tela,"2,400 cc"
RENAULT,KWID,4x2,USD,"US$ 10,550",https://cde.neoauto.pe/autos_usados/360x240/276240/276240_7815941.webp,2023,38100,Gasolina,Mecánica,"Lima, Lima",Negro,3,tela,"1,000 cc"
MC LAREN,650S,Posterior,USD,"US$ 179,000",https://cde.neoauto.pe/autos_usados/360x240/200439/200439_1882728.webp,2015,13700,Gasolina,Automática - Secuencial,"Arequipa, Arequipa",Rojo Oscuro,8,tela,"3,800 cc"
MINI,COOPER S,Delantera,USD,"US$ 25,500",https://cde.neoauto.pe/autos_usados/360x240/692164/692164_9599854.webp,2020,15000,Gasolina,Automática,"Lima, Lima",,4,tela,"2,000 cc"
AUDI,A6,1.8 TFSI STRONIC,USD,"US$ 23,800",https://cde.neoauto.pe/autos_usados/360x240/652385/652385_5261054.webp,2018,38700,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,Asientos de cuero,"1,800 cc"
NISSAN,FRONTIER,4x2,USD,"US$ 28,300",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_7392329.webp,2023,95,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
MITSUBISHI,OUTLANDER,4x2,USD,"US$ 15,900",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_3367238.webp,2016,57589,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"2,000 cc"
HYUNDAI,GRAND i10,,USD,"US$ 12,200",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_7929616.webp,2022,,Gasolina,Mecánica,"Lima, Lima",Rojo,,tela,
SSANGYONG,NEW REXTON,4x2,USD,"US$ 28,900",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_8734599.webp,2022,40995,Diesel,Automática,"Lima, Lima",Gris Oscuro,4,Asientos de cuero,"2,200 cc"
NISSAN,PATHFINDER,EXCLUSIVE CVT,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_4174743.webp,2015,72707,Gasolina,Automática,"Lima, Lima",Rojo,6,tela,"3,500 cc"
NISSAN,SENTRA,4x2,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_6964304.webp,2022,3096,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"1,800 cc"
SUBARU,LEGACY,AWD,USD,"US$ 3,990",https://cde.neoauto.pe/autos_usados/360x240/113873/113873_8362127.webp,1998,177933,Gasolina,Automática,"Lima, Lima",Plata,4,Asientos de cuero,"2,000 cc"
CHERY,ARRIZO 5,Delantera,USD,"US$ 10,800",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_9161933.webp,2023,20418,Gas GLP,Mecánica,"Lima, Lima",Plata,4,tela,"1,500 cc"
PEUGEOT,2008,,USD,"US$ 10,900",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_6480644.webp,2017,,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,
MITSUBISHI,NEW ASX,4x2,USD,"US$ 18,900",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_2360441.webp,2022,25234,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,4,tela,"2,000 cc"
HYUNDAI,CRETA,,USD,"US$ 16,400",https://cde.neoauto.pe/autos_usados/360x240/663162/663162_8544023.webp,2018,,Dual,Automática,"Lima, Lima",,,tela,"1,600 cc"
HYUNDAI,TUCSON,Delantera,USD,"US$ 18,600",https://cde.neoauto.pe/autos_usados/360x240/661099/661099_6366834.webp,2020,57000,Dual,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"2,000 cc"
BMW,X4 M40i,,USD,"US$ 98,000",https://cde.neoauto.pe/autos_usados/360x240/662195/662195_4113093.webp,2024,600,Gasolina,Automática - Secuencial,"Lima, Lima",,,tela,"3,000 cc"
BMW,640i,COUPE,USD,"US$ 26,800",https://cde.neoauto.pe/autos_usados/360x240/708953/708953_5497218.webp,2014,63000,Gasolina,Automática,"Lima, Lima",Negro,6,tela,"3,000 cc"
MAZDA,3,Delantera,USD,"US$ 8,500",https://cde.neoauto.pe/autos_usados/360x240/742130/742130_3265467.webp,2014,125000,Gasolina,Mecánica,"Chiclayo, Lambayeque",Plata,4,tela,"1,600 cc"
FORD,TERRITORY,Delantera,USD,"US$ 24,990",https://cde.neoauto.pe/autos_usados/360x240/722115/722115_5409173.webp,2022,29500,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"1,500 cc"
JEEP,RENEGADE,RENEGADE SPORT 4X2 AT,USD,"US$ 17,000",https://cde.neoauto.pe/autos_usados/360x240/742569/742569_3210898.webp,2019,43000,Gasolina,Automática - Secuencial,"Lima, Lima",Beige,,Asientos de cuero,"1,800 cc"
JEEP,CHEROKEE LIMITED,4x4,USD,"US$ 19,600",https://cde.neoauto.pe/autos_usados/360x240/350501/350501_9401427.webp,2015,79250,Gasolina,Automática,"Lima, Lima",Verde Petroleo,6,Asientos de cuero,"3,600 cc"
MERCEDES BENZ,C-180,,USD,"US$ 26,000",https://cde.neoauto.pe/autos_usados/360x240/408317/408317_6297822.webp,2019,29200,Gasolina,Automática,"Lima, Lima",Plata,4,tela,
KIA,SORENTO,4x2,USD,"US$ 29,000",https://cde.neoauto.pe/autos_usados/360x240/701958/701958_3098844.webp,2022,31000,Gasolina,Automática - Secuencial,"Arequipa, Arequipa",Blanco nieve,4,Asientos de cuero,"2,500 cc"
VOLKSWAGEN,PASSAT,Delantera,USD,"US$ 13,450",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_1842608.webp,2015,72484,Gasolina,Automática,"Lima, Lima",Plata,4,Asientos de cuero,"1,800 cc"
DODGE,DURANGO,4x4,USD,"US$ 35,900",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_6609095.webp,2018,28760,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,6,tela,"3,600 cc"
FORD,EXPLORER,XLT 3.5 4X4,USD,"US$ 31,900",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_3675915.webp,2019,58004,Gasolina,Automática,"Lima, Lima",Azul,6,tela,"3,500 cc"
JEEP,COMPASS,4x2,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_1780075.webp,2020,59910,Gasolina,Automática - Secuencial,"Lima, Lima",Gris huracan,4,tela,"2,400 cc"
BMW,X3 28i,4x4,USD,"US$ 27,900",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_1290024.webp,2017,63999,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"2,000 cc"
BMW,550i,Posterior,USD,"US$ 26,900",https://cde.neoauto.pe/autos_usados/360x240/264046/264046_8374241.webp,2013,66278,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,8,tela,"2,000 cc"
